Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,Juventus,Roma,1,0,H,0,0,D,15,6,7,1,9,16,1,2,2,4,0,0
I1,Lazio,Chievo,4,1,H,0,1,A,24,7,7,5,13,8,8,5,2,0,1,1
I1,Palermo,Udinese,4,1,H,1,0,H,16,20,8,9,9,6,7,7,2,3,0,0
I1,Sampdoria,Napoli,2,4,A,1,2,A,8,23,4,9,14,12,7,3,1,1,1,0
I1,Sassuolo,Bologna,0,2,A,0,0,D,13,16,2,7,9,15,4,5,0,2,1,0
I1,Verona,Genoa,1,1,D,1,1,D,17,10,9,2,19,20,3,3,2,2,0,0
I1,Atalanta,Sassuolo,1,1,D,1,1,D,6,9,5,1,24,17,3,5,2,4,0,0
I1,Carpi,Palermo,1,1,D,0,1,A,13,5,1,1,22,13,7,4,2,3,0,0
I1,Roma,Frosinone,3,1,H,1,1,D,22,13,6,3,17,13,11,8,1,2,0,0
I1,Bologna,Sampdoria,3,2,H,2,0,H,7,14,5,6,13,14,3,4,3,5,0,0
I1,Chievo,Juventus,0,4,A,0,2,A,6,30,2,10,12,7,0,4,3,2,0,0
I1,Genoa,Fiorentina,0,0,D,0,0,D,11,11,2,3,13,15,7,6,2,3,0,0
I1,Milan,Inter,3,0,H,1,0,H,14,12,5,3,18,16,5,6,3,1,0,0
I1,Napoli,Empoli,5,1,H,2,1,H,20,7,6,2,11,15,4,3,3,3,0,0
I1,Torino,Verona,0,0,D,0,0,D,16,10,6,3,13,18,5,2,0,4,0,0
I1,Udinese,Lazio,0,0,D,0,0,D,11,17,1,1,8,19,5,5,2,4,1,1
I1,Sassuolo,Roma,0,2,A,0,1,A,17,13,6,5,12,15,8,7,1,2,0,1
I1,Empoli,Udinese,1,1,D,0,1,A,19,5,4,2,11,27,7,3,3,6,0,0
I1,Fiorentina,Carpi,2,1,H,1,0,H,11,7,5,2,11,22,10,3,5,3,0,0
I1,Frosinone,Bologna,1,0,H,0,0,D,20,15,7,3,16,15,7,4,2,4,0,1
I1,Inter,Chievo,1,0,H,0,0,D,24,6,8,0,17,20,11,1,3,5,0,0
I1,Juventus,Genoa,1,0,H,1,0,H,11,7,2,2,14,30,3,0,1,3,1,0
I1,Lazio,Napoli,0,2,A,0,2,A,8,10,0,5,17,13,4,3,4,2,0,0
I1,Palermo,Milan,0,2,A,0,2,A,12,16,2,8,16,15,6,6,3,0,0,0
I1,Sampdoria,Torino,2,2,D,0,0,D,9,14,4,6,12,21,2,6,3,3,0,0
I1,Verona,Atalanta,2,1,H,1,1,D,13,18,5,4,21,18,7,5,2,3,0,1
I1,Bologna,Fiorentina,1,1,D,0,0,D,12,12,6,2,13,10,8,4,2,2,0,1
I1,Genoa,Lazio,0,0,D,0,0,D,4,10,1,2,12,18,2,9,3,3,0,0
I1,Atalanta,Empoli,0,0,D,0,0,D,11,9,2,3,19,14,5,3,3,4,0,0
I1,Frosinone,Juventus,0,2,A,0,0,D,5,25,0,9,23,15,2,6,3,1,0,0
I1,Milan,Udinese,1,1,D,0,1,A,22,9,5,5,14,14,9,0,1,3,0,0
I1,Napoli,Carpi,1,0,H,0,0,D,22,2,7,0,9,13,13,1,1,4,0,1
I1,Roma,Sampdoria,2,1,H,1,0,H,13,10,4,4,12,12,4,5,2,3,0,0
I1,Sassuolo,Palermo,2,2,D,1,1,D,23,7,6,2,21,23,7,3,3,0,0,1
I1,Torino,Chievo,1,2,A,1,1,D,12,8,4,3,25,18,6,2,3,3,0,0
I1,Verona,Inter,3,3,D,2,1,H,10,15,4,7,20,12,7,10,3,2,0,0
I1,Lazio,Verona,5,2,H,1,0,H,18,8,7,4,8,8,9,3,1,0,0,0
I1,Carpi,Roma,1,3,A,0,0,D,7,19,2,6,14,8,4,6,5,0,0,0
I1,Chievo,Sassuolo,1,1,D,1,1,D,11,16,4,2,16,14,5,7,3,2,0,0
I1,Empoli,Frosinone,1,2,A,0,1,A,29,10,6,2,11,25,16,1,2,6,0,0
I1,Juventus,Napoli,1,0,H,0,0,D,13,7,4,1,10,13,4,3,2,2,0,0
I1,Fiorentina,Inter,2,1,H,0,1,A,13,6,8,1,13,14,7,4,2,5,1,2
I1,Milan,Genoa,2,1,H,1,0,H,14,7,6,2,14,15,5,3,1,1,0,0
I1,Palermo,Torino,1,3,A,1,2,A,18,20,5,8,12,22,9,3,1,2,0,0
I1,Sampdoria,Atalanta,0,0,D,0,0,D,10,9,2,2,10,15,7,6,2,4,0,0
I1,Udinese,Bologna,0,1,A,0,0,D,10,11,2,2,15,11,8,6,0,1,0,0
I1,Bologna,Juventus,0,0,D,0,0,D,8,10,1,0,15,11,1,8,2,2,0,0
I1,Inter,Sampdoria,3,1,H,1,0,H,6,19,3,3,16,11,7,7,3,2,0,0
I1,Verona,Chievo,3,1,H,1,0,H,20,14,8,2,13,21,8,3,1,3,1,1
I1,Atalanta,Fiorentina,2,3,A,0,0,D,13,15,5,8,13,13,4,2,3,2,1,0
I1,Frosinone,Lazio,0,0,D,0,0,D,8,18,1,2,13,12,6,6,2,0,0,0
I1,Genoa,Udinese,2,1,H,0,1,A,21,13,8,6,14,13,3,3,3,3,0,0
I1,Roma,Palermo,5,0,H,1,0,H,25,4,5,1,17,10,6,3,0,1,0,0
I1,Sassuolo,Empoli,3,2,H,1,1,D,13,10,7,4,17,13,8,5,1,1,1,1
I1,Torino,Carpi,0,0,D,0,0,D,11,5,4,0,22,22,5,3,4,4,0,0
I1,Napoli,Milan,1,1,D,1,1,D,19,7,4,2,12,14,6,3,0,2,0,0
I1,Empoli,Roma,1,3,A,1,2,A,8,15,3,6,12,15,4,4,1,2,1,0
I1,Milan,Torino,1,0,H,1,0,H,19,11,3,4,9,12,5,6,2,1,0,0
I1,Carpi,Atalanta,1,1,D,0,0,D,10,12,4,5,26,25,6,2,3,3,0,0
I1,Chievo,Genoa,1,0,H,0,0,D,16,11,6,4,9,16,5,7,2,3,0,0
I1,Juventus,Inter,2,0,H,0,0,D,9,8,6,3,12,17,3,3,3,1,0,0
I1,Palermo,Bologna,0,0,D,0,0,D,7,17,4,5,15,12,7,4,3,1,0,0
I1,Sampdoria,Frosinone,2,0,H,1,0,H,25,15,6,1,15,16,12,10,5,2,0,0
I1,Udinese,Verona,2,0,H,1,0,H,13,10,4,2,15,18,7,4,1,3,0,0
I1,Fiorentina,Napoli,1,1,D,1,1,D,11,6,1,5,8,16,5,3,0,1,0,0
I1,Lazio,Sassuolo,0,2,A,0,1,A,15,8,3,6,15,20,6,3,1,2,0,0
I1,Roma,Fiorentina,4,1,H,3,1,H,14,11,7,1,19,18,5,4,3,3,0,0
I1,Napoli,Chievo,3,1,H,2,1,H,25,8,10,2,6,13,7,2,0,3,0,0
I1,Verona,Sampdoria,0,3,A,0,3,A,11,14,4,8,12,14,6,4,2,3,0,0
I1,Atalanta,Juventus,0,2,A,0,1,A,13,9,3,5,18,13,7,4,3,2,0,0
I1,Bologna,Carpi,0,0,D,0,0,D,17,6,4,2,17,17,12,4,1,3,0,0
I1,Frosinone,Udinese,2,0,H,1,0,H,23,6,4,2,16,11,5,4,2,3,0,0
I1,Genoa,Empoli,1,0,H,0,0,D,15,10,5,2,18,18,5,1,1,4,0,0
I1,Inter,Palermo,3,1,H,2,1,H,10,9,5,4,13,12,8,5,1,1,0,0
I1,Sassuolo,Milan,2,0,H,1,0,H,16,13,4,5,17,11,4,9,1,2,1,0
I1,Torino,Lazio,1,1,D,1,0,H,13,12,4,5,19,18,3,4,3,2,0,0
I1,Juventus,Sassuolo,1,0,H,1,0,H,16,7,7,2,12,15,7,2,0,3,0,0
I1,Empoli,Sampdoria,1,1,D,0,1,A,15,13,5,5,16,16,7,2,2,3,0,0
I1,Inter,Bologna,2,1,H,0,0,D,17,6,3,1,14,12,13,3,2,0,0,0
I1,Carpi,Frosinone,2,1,H,1,0,H,12,13,3,4,18,12,3,5,3,3,0,0
I1,Chievo,Milan,0,0,D,0,0,D,20,10,5,1,18,15,7,3,4,3,0,0
I1,Fiorentina,Verona,1,1,D,1,0,H,10,12,4,4,12,15,9,3,2,1,0,0
I1,Genoa,Torino,3,2,H,2,2,D,13,9,6,5,10,20,9,3,1,5,0,0
I1,Lazio,Atalanta,2,0,H,0,0,D,5,11,2,1,13,23,4,8,2,4,0,0
I1,Palermo,Napoli,0,1,A,0,1,A,5,18,1,7,12,9,4,9,2,2,0,0
I1,Udinese,Roma,1,2,A,0,1,A,10,15,3,7,16,16,3,6,2,3,0,0
I1,Empoli,Palermo,0,0,D,0,0,D,11,13,3,2,15,18,8,6,1,2,0,0
I1,Roma,Inter,1,1,D,0,0,D,16,6,6,2,15,14,8,2,2,2,0,0
I1,Atalanta,Bologna,2,0,H,2,0,H,14,9,7,2,15,16,6,9,1,2,0,2
I1,Frosinone,Fiorentina,0,0,D,0,0,D,12,22,4,6,22,10,4,4,3,4,0,0
I1,Milan,Lazio,1,1,D,1,1,D,20,9,4,2,9,24,12,5,1,1,0,1
I1,Napoli,Genoa,3,1,H,0,1,A,22,9,11,2,8,11,11,1,3,2,0,0
I1,Sampdoria,Chievo,0,1,A,0,1,A,16,12,7,6,19,18,5,7,4,3,0,0
I1,Sassuolo,Udinese,1,1,D,0,1,A,13,8,1,3,12,23,3,3,2,4,0,0
I1,Torino,Juventus,1,4,A,0,2,A,10,14,6,7,26,19,2,3,4,3,0,1
I1,Verona,Carpi,1,2,A,0,1,A,8,11,3,5,22,15,9,6,1,3,1,0
I1,Carpi,Sassuolo,1,3,A,1,2,A,11,9,1,7,10,19,7,5,3,3,0,0
I1,Juventus,Empoli,1,0,H,1,0,H,19,9,9,3,20,14,7,4,2,2,0,0
I1,Atalanta,Milan,2,1,H,1,1,D,10,12,4,3,22,13,8,7,1,3,0,0
I1,Chievo,Palermo,3,1,H,1,1,D,9,14,4,4,22,16,0,2,2,3,0,0
I1,Fiorentina,Sampdoria,1,1,D,1,1,D,20,8,8,4,9,19,10,3,1,2,0,1
I1,Genoa,Frosinone,4,0,H,1,0,H,21,9,9,2,18,13,11,4,1,4,0,0
I1,Inter,Torino,1,2,A,1,0,H,10,12,2,3,13,13,9,2,1,5,2,0
I1,Lazio,Roma,1,4,A,0,1,A,18,17,3,6,14,9,10,5,4,2,1,0
I1,Udinese,Napoli,3,1,H,2,1,H,11,11,6,2,22,16,2,6,4,4,0,1
I1,Bologna,Verona,0,1,A,0,1,A,9,4,1,1,17,14,10,7,3,1,0,0
I1,Chievo,Carpi,1,0,H,0,0,D,17,12,3,3,15,15,10,6,2,3,0,0
I1,Frosinone,Inter,0,1,A,0,0,D,15,20,2,3,19,14,4,6,5,2,1,0
I1,Milan,Juventus,1,2,A,1,1,D,11,9,5,4,20,21,2,2,4,3,0,0
I1,Sassuolo,Genoa,0,1,A,0,1,A,17,9,5,4,13,20,11,2,2,1,0,0
I1,Empoli,Fiorentina,2,0,H,1,0,H,7,22,4,5,17,21,2,6,3,4,0,0
I1,Napoli,Verona,3,0,H,2,0,H,19,8,6,1,6,13,7,7,2,2,0,1
I1,Palermo,Lazio,0,3,A,0,2,A,7,18,2,8,13,14,5,7,2,3,0,0
I1,Sampdoria,Udinese,2,0,H,0,0,D,15,16,5,2,13,11,3,12,4,1,0,0
I1,Torino,Atalanta,2,1,H,1,0,H,5,16,3,7,18,19,4,6,2,3,0,1
I1,Roma,Bologna,1,1,D,0,1,A,14,7,5,2,15,9,15,3,1,2,0,0
I1,Bologna,Torino,0,1,A,0,0,D,8,6,1,3,14,16,4,3,4,1,0,0
I1,Carpi,Genoa,4,1,H,2,1,H,15,16,10,3,16,22,3,7,4,1,0,1
I1,Inter,Napoli,2,0,H,2,0,H,11,10,4,2,17,11,6,6,4,3,0,0
I1,Atalanta,Roma,3,3,D,2,2,D,12,17,4,7,13,8,7,6,4,4,0,0
I1,Fiorentina,Sassuolo,3,1,H,1,0,H,13,9,4,1,16,14,7,6,1,3,0,0
I1,Juventus,Palermo,4,0,H,1,0,H,16,10,6,4,14,18,9,5,2,3,0,0
I1,Lazio,Empoli,2,0,H,2,0,H,19,6,7,1,10,9,5,2,3,2,0,0
I1,Sampdoria,Milan,0,1,A,0,0,D,10,14,3,3,16,14,5,7,3,2,0,0
I1,Udinese,Chievo,0,0,D,0,0,D,15,5,3,2,17,19,4,2,2,4,1,1
I1,Verona,Frosinone,1,2,A,0,1,A,14,13,4,2,23,22,4,5,3,3,0,0
I1,Napoli,Bologna,6,0,H,2,0,H,20,5,14,0,8,13,8,3,1,2,0,0
I1,Chievo,Frosinone,5,1,H,1,1,D,23,9,8,2,12,13,6,1,2,3,0,2
I1,Empoli,Verona,1,0,H,0,0,D,12,20,7,6,16,19,5,5,1,3,0,1
I1,Genoa,Inter,1,0,H,0,0,D,16,17,5,4,15,7,6,5,2,2,0,0
I1,Juventus,Lazio,3,0,H,1,0,H,19,7,12,1,7,12,10,1,1,1,0,1
I1,Palermo,Atalanta,2,2,D,1,1,D,15,10,3,4,23,21,9,2,3,3,1,0
I1,Roma,Torino,3,2,H,0,1,A,20,13,6,5,13,16,10,4,1,3,0,0
I1,Sassuolo,Sampdoria,0,0,D,0,0,D,23,4,8,2,13,14,13,2,4,3,0,1
I1,Udinese,Fiorentina,2,1,H,1,1,D,10,9,3,3,19,14,6,4,2,4,0,0
I1,Milan,Carpi,0,0,D,0,0,D,20,6,3,2,17,15,4,3,2,3,0,0
I1,Inter,Udinese,3,1,H,1,1,D,25,12,9,5,7,13,14,6,3,2,0,0
I1,Atalanta,Chievo,1,0,H,0,0,D,11,10,5,2,12,18,8,6,3,2,1,0
I1,Bologna,Genoa,2,0,H,1,0,H,11,5,5,3,16,17,7,3,1,2,0,0
I1,Fiorentina,Juventus,1,2,A,0,1,A,21,6,7,3,10,15,5,3,1,3,0,0
I1,Frosinone,Palermo,0,2,A,0,0,D,16,7,4,2,17,19,9,4,3,3,0,0
I1,Sampdoria,Lazio,2,1,H,1,1,D,13,20,7,4,9,14,4,12,2,6,0,0
I1,Torino,Sassuolo,1,3,A,1,1,D,15,12,3,4,18,7,4,4,2,1,0,0
I1,Carpi,Empoli,1,0,H,0,0,D,16,8,3,3,23,13,7,3,3,4,1,1
I1,Roma,Napoli,1,0,H,0,0,D,9,9,3,4,10,12,4,5,2,4,0,0
I1,Verona,Milan,2,1,H,0,1,A,28,11,12,6,19,11,13,6,1,2,0,0
I1,Chievo,Fiorentina,0,0,D,0,0,D,9,21,4,5,20,13,2,6,4,4,0,0
I1,Udinese,Torino,1,5,A,0,2,A,13,15,4,6,14,9,8,4,2,2,0,0
I1,Empoli,Bologna,0,0,D,0,0,D,5,16,1,6,7,14,0,3,0,2,0,0
I1,Juventus,Carpi,2,0,H,1,0,H,19,11,3,1,19,12,5,2,6,2,0,0
I1,Lazio,Inter,2,0,H,1,0,H,9,15,4,4,17,11,1,5,5,0,0,1
I1,Milan,Frosinone,3,3,D,0,2,A,24,9,11,4,21,22,12,2,2,7,0,0
I1,Palermo,Sampdoria,2,0,H,1,0,H,10,8,4,4,21,23,3,5,1,5,0,0
I1,Sassuolo,Verona,1,0,H,0,0,D,6,16,1,2,11,21,2,9,0,1,0,0
I1,Genoa,Roma,2,3,A,1,1,D,14,20,5,8,9,9,6,9,3,3,0,0
I1,Napoli,Atalanta,2,1,H,1,0,H,18,3,10,1,13,10,5,3,0,2,0,0
I1,Bologna,Milan,0,1,A,0,1,A,8,15,1,5,11,18,5,9,3,5,1,0
I1,Inter,Empoli,2,1,H,2,1,H,13,14,5,2,17,10,4,8,3,1,0,0
I1,Atalanta,Udinese,1,1,D,1,1,D,8,4,2,2,11,18,3,0,1,2,0,0
I1,Carpi,Lazio,1,3,A,0,2,A,27,16,9,7,19,11,9,5,5,2,0,2
I1,Fiorentina,Palermo,0,0,D,0,0,D,21,4,4,0,16,20,7,1,3,4,0,0
I1,Frosinone,Sassuolo,0,1,A,0,0,D,18,21,4,5,16,20,2,8,4,4,0,0
I1,Roma,Chievo,3,0,H,2,0,H,23,11,11,4,15,8,7,2,1,3,0,0
I1,Sampdoria,Genoa,0,3,A,0,2,A,12,18,3,7,20,20,4,4,5,4,0,0
I1,Torino,Napoli,1,2,A,0,2,A,7,15,2,6,23,5,1,3,3,1,1,0
I1,Verona,Juventus,2,1,H,1,0,H,12,16,4,5,21,13,3,6,3,2,0,1
I1,Juventus,Sampdoria,5,0,H,3,0,H,24,7,12,1,16,4,13,2,3,1,0,1
I1,Milan,Roma,1,3,A,0,1,A,14,16,6,9,13,7,4,1,4,0,0,0
I1,Napoli,Frosinone,4,0,H,1,0,H,33,9,12,2,9,7,16,0,1,1,0,1
I1,Sassuolo,Inter,3,1,H,3,1,H,9,10,3,6,8,12,5,7,3,3,0,1
I1,Chievo,Bologna,0,0,D,0,0,D,5,16,0,4,16,15,5,7,2,1,0,0
I1,Empoli,Torino,2,1,H,1,0,H,10,18,3,5,12,12,3,4,2,1,0,0
I1,Genoa,Atalanta,1,2,A,0,0,D,11,13,2,4,19,14,8,5,3,3,0,0
I1,Lazio,Fiorentina,2,4,A,1,3,A,16,16,6,5,8,10,6,4,0,1,0,0
I1,Palermo,Verona,3,2,H,1,0,H,5,14,3,4,18,19,4,4,2,2,1,1
I1,Udinese,Carpi,1,2,A,0,2,A,15,10,5,5,14,17,6,3,3,3,1,0
I1,Chievo,Juventus,0,1,A,0,1,A,7,21,2,3,13,14,4,11,2,1,0,0
I1,Roma,Fiorentina,2,0,H,1,0,H,20,10,5,4,15,17,2,0,4,4,0,0
I1,Atalanta,Verona,0,0,D,0,0,D,11,9,1,3,17,16,6,2,2,3,0,0
I1,Cesena,Parma,1,0,H,1,0,H,9,12,5,1,10,19,4,7,2,1,0,0
I1,Genoa,Napoli,1,2,A,1,1,D,11,15,5,5,10,10,7,5,3,1,0,0
I1,Milan,Lazio,3,1,H,1,0,H,7,19,4,4,10,20,0,10,2,3,0,0
I1,Palermo,Sampdoria,1,1,D,1,0,H,8,10,1,3,15,18,1,7,1,2,0,1
I1,Sassuolo,Cagliari,1,1,D,1,1,D,13,10,5,4,22,26,4,4,3,2,0,0
I1,Torino,Inter,0,0,D,0,0,D,11,14,2,2,9,10,6,10,1,1,0,1
I1,Udinese,Empoli,2,0,H,0,0,D,15,13,5,2,10,9,3,9,2,2,0,0
I1,Empoli,Roma,0,1,A,0,1,A,17,5,3,2,4,10,7,0,0,1,0,0
I1,Juventus,Udinese,2,0,H,1,0,H,18,9,7,1,13,14,4,6,0,1,0,0
I1,Cagliari,Atalanta,1,2,A,0,1,A,19,7,9,3,14,21,7,7,4,4,0,0
I1,Fiorentina,Genoa,0,0,D,0,0,D,22,6,7,1,13,18,12,3,1,3,0,1
I1,Inter,Sassuolo,7,0,H,4,0,H,22,14,11,2,16,12,6,1,0,1,0,1
I1,Lazio,Cesena,3,0,H,1,0,H,17,7,6,1,26,10,7,1,3,1,0,0
I1,Napoli,Chievo,0,1,A,0,0,D,33,8,9,1,14,12,15,2,2,2,0,0
I1,Parma,Milan,4,5,A,1,3,A,11,11,3,7,24,12,5,4,3,1,1,1
I1,Sampdoria,Torino,2,0,H,1,0,H,8,10,4,0,18,17,3,5,3,4,0,0
I1,Verona,Palermo,2,1,H,1,1,D,14,18,5,4,9,12,10,5,4,2,0,0
I1,Cesena,Empoli,2,2,D,2,0,H,8,18,5,6,20,9,3,7,4,1,0,0
I1,Milan,Juventus,0,1,A,0,0,D,9,14,3,4,9,18,3,4,2,3,0,0
I1,Atalanta,Fiorentina,0,1,A,0,0,D,23,16,6,6,10,23,4,7,1,4,0,0
I1,Chievo,Parma,2,3,A,1,0,H,11,12,4,4,17,21,4,5,1,4,0,0
I1,Genoa,Lazio,1,0,H,0,0,D,9,17,4,7,11,19,3,7,2,1,0,1
I1,Palermo,Inter,1,1,D,1,1,D,13,13,2,3,16,9,5,2,2,4,0,0
I1,Roma,Cagliari,2,0,H,2,0,H,7,9,3,2,16,13,0,6,1,1,0,0
I1,Sassuolo,Sampdoria,0,0,D,0,0,D,14,12,5,3,19,23,3,7,3,2,0,0
I1,Torino,Verona,0,1,A,0,0,D,22,11,4,2,15,8,11,1,3,1,0,0
I1,Udinese,Napoli,1,0,H,0,0,D,9,10,3,3,12,12,0,9,1,3,0,0
I1,Empoli,Milan,2,2,D,2,1,H,13,15,6,6,13,21,3,5,2,3,1,0
I1,Cagliari,Torino,1,2,A,1,2,A,11,12,5,4,14,11,3,6,2,2,0,0
I1,Fiorentina,Sassuolo,0,0,D,0,0,D,18,5,2,0,13,12,11,3,2,2,0,0
I1,Inter,Atalanta,2,0,H,1,0,H,21,14,6,2,13,14,6,13,1,3,0,0
I1,Juventus,Cesena,3,0,H,1,0,H,29,1,13,1,10,14,6,2,0,3,0,0
I1,Napoli,Palermo,3,3,D,3,2,H,16,10,8,6,11,10,6,4,1,4,0,0
I1,Parma,Roma,1,2,A,0,1,A,6,13,4,4,15,12,6,9,2,3,0,0
I1,Sampdoria,Chievo,2,1,H,1,0,H,16,5,5,3,25,27,6,1,1,3,0,0
I1,Verona,Genoa,2,2,D,0,1,A,16,16,7,9,13,15,7,4,2,2,0,0
I1,Lazio,Udinese,0,1,A,0,1,A,18,5,8,2,18,12,7,3,3,1,0,0
I1,Atalanta,Juventus,0,3,A,0,1,A,10,16,1,7,17,15,2,3,2,3,0,0
I1,Roma,Verona,2,0,H,0,0,D,23,9,6,3,13,4,10,2,1,1,0,0
I1,Cesena,Milan,1,1,D,1,1,D,10,11,2,4,14,12,4,9,4,2,0,1
I1,Chievo,Empoli,1,1,D,0,0,D,18,6,5,3,20,14,11,1,3,1,0,0
I1,Genoa,Sampdoria,0,1,A,0,0,D,7,10,4,1,22,23,3,5,3,4,0,0
I1,Inter,Cagliari,1,4,A,1,4,A,15,16,5,7,23,8,10,3,1,3,1,0
I1,Sassuolo,Napoli,0,1,A,0,1,A,11,11,1,3,19,12,6,6,4,2,0,0
I1,Torino,Fiorentina,1,1,D,0,0,D,15,19,3,7,14,15,6,4,3,2,0,0
I1,Palermo,Lazio,0,4,A,0,1,A,17,15,4,10,12,16,4,1,2,4,0,0
I1,Udinese,Parma,4,2,H,2,2,D,12,18,5,6,8,11,6,4,2,0,0,1
I1,Milan,Chievo,2,0,H,0,0,D,22,10,4,2,10,25,9,2,2,5,0,0
I1,Verona,Cagliari,1,0,H,0,0,D,13,19,5,7,13,17,5,11,1,3,0,0
I1,Empoli,Palermo,3,0,H,2,0,H,20,7,11,2,18,25,12,4,0,4,0,0
I1,Fiorentina,Inter,3,0,H,2,0,H,15,14,8,4,12,17,2,5,2,3,0,0
I1,Juventus,Roma,3,2,H,2,2,D,20,8,5,2,14,15,5,5,4,3,1,1
I1,Lazio,Sassuolo,3,2,H,3,1,H,13,12,9,6,22,12,4,1,2,1,1,1
I1,Napoli,Torino,2,1,H,0,1,A,24,5,9,2,17,16,9,2,3,3,0,0
I1,Parma,Genoa,1,2,A,0,0,D,12,13,3,5,26,12,6,3,2,2,0,1
I1,Sampdoria,Atalanta,1,0,H,1,0,H,16,8,3,1,19,14,3,4,3,3,0,0
I1,Udinese,Cesena,1,1,D,0,0,D,14,7,3,5,10,12,7,1,3,3,0,0
I1,Roma,Chievo,3,0,H,3,0,H,14,11,8,3,12,13,6,2,1,1,0,0
I1,Sassuolo,Juventus,1,1,D,1,1,D,7,19,2,7,14,15,2,6,2,2,0,1
I1,Atalanta,Parma,1,0,H,0,0,D,18,6,3,1,11,18,3,1,2,3,0,0
I1,Cagliari,Sampdoria,2,2,D,0,2,A,13,13,4,8,19,15,8,0,3,5,0,1
I1,Fiorentina,Lazio,0,2,A,0,1,A,15,10,2,5,11,24,6,4,1,5,0,0
I1,Inter,Napoli,2,2,D,0,0,D,22,12,5,4,8,12,6,4,2,3,0,0
I1,Palermo,Cesena,2,1,H,1,0,H,12,4,4,2,16,16,12,3,5,3,0,1
I1,Torino,Udinese,1,0,H,0,0,D,23,11,5,3,16,8,8,5,3,2,0,0
I1,Verona,Milan,1,3,A,0,2,A,22,12,8,5,10,15,8,5,2,1,1,0
I1,Genoa,Empoli,1,1,D,1,0,H,13,9,3,4,16,13,10,4,3,1,0,0
I1,Empoli,Cagliari,0,4,A,0,4,A,9,15,5,6,10,23,6,6,2,2,0,0
I1,Parma,Sassuolo,1,3,A,0,2,A,11,8,4,3,19,16,7,3,4,2,0,0
I1,Sampdoria,Roma,0,0,D,0,0,D,9,20,2,4,14,12,6,14,2,3,0,0
I1,Cesena,Inter,0,1,A,0,1,A,8,18,2,6,20,15,2,3,5,1,1,0
I1,Chievo,Genoa,1,2,A,1,0,H,13,13,5,4,23,22,4,7,2,3,1,0
I1,Juventus,Palermo,2,0,H,1,0,H,20,6,5,1,8,10,6,1,2,1,0,0
I1,Lazio,Torino,2,1,H,1,0,H,12,15,7,4,13,9,3,6,2,1,0,0
I1,Milan,Fiorentina,1,1,D,1,0,H,15,12,2,2,13,13,5,4,2,2,0,0
I1,Napoli,Verona,6,2,H,1,1,D,26,8,16,6,11,7,14,3,1,1,0,0
I1,Udinese,Atalanta,2,0,H,2,0,H,15,14,4,3,16,15,5,7,2,1,0,0
I1,Sassuolo,Empoli,3,1,H,0,1,A,23,16,6,6,9,12,6,3,2,3,0,0
I1,Atalanta,Napoli,1,1,D,0,0,D,7,18,2,6,18,12,4,5,3,2,1,0
I1,Cagliari,Milan,1,1,D,1,1,D,16,13,5,3,13,13,6,4,3,2,0,0
I1,Fiorentina,Udinese,3,0,H,1,0,H,27,5,9,1,15,14,4,2,2,3,0,0
I1,Genoa,Juventus,1,0,H,0,0,D,4,16,3,4,22,17,1,13,2,4,0,0
I1,Inter,Sampdoria,1,0,H,0,0,D,17,10,5,4,11,19,4,4,2,2,0,0
I1,Palermo,Chievo,1,0,H,0,0,D,16,15,6,3,15,17,4,3,2,1,0,0
I1,Roma,Cesena,2,0,H,1,0,H,16,4,6,1,11,13,7,3,1,1,0,0
I1,Torino,Parma,1,0,H,1,0,H,15,10,5,2,11,17,4,7,1,3,0,1
I1,Verona,Lazio,1,1,D,0,1,A,11,10,3,3,13,14,2,3,2,2,0,1
I1,Empoli,Juventus,0,2,A,0,0,D,12,18,4,7,15,16,6,6,2,1,1,0
I1,Napoli,Roma,2,0,H,1,0,H,15,8,6,2,13,11,6,5,2,3,0,0
I1,Parma,Inter,2,0,H,1,0,H,11,14,4,1,18,19,5,2,3,1,0,0
I1,Chievo,Sassuolo,0,0,D,0,0,D,12,9,1,3,20,16,5,5,1,6,0,0
I1,Milan,Palermo,0,2,A,0,2,A,14,13,3,7,10,15,4,4,3,3,0,0
I1,Sampdoria,Fiorentina,3,1,H,2,1,H,12,16,6,5,17,26,3,10,3,4,0,0
I1,Torino,Atalanta,0,0,D,0,0,D,20,7,2,1,12,23,10,6,0,5,0,0
I1,Udinese,Genoa,2,4,A,2,2,D,15,13,2,6,10,14,7,5,2,3,0,0
I1,Cesena,Verona,1,1,D,1,0,H,8,11,4,2,14,19,4,4,1,4,0,0
I1,Lazio,Cagliari,4,2,H,3,0,H,11,9,5,4,24,15,4,7,2,3,0,1
I1,Sampdoria,Milan,2,2,D,1,1,D,19,10,8,3,13,23,5,5,1,3,0,1
I1,Sassuolo,Atalanta,0,0,D,0,0,D,14,10,5,0,19,22,8,4,3,1,0,0
I1,Cagliari,Genoa,1,1,D,1,0,H,13,9,5,5,19,24,6,2,5,4,0,1
I1,Chievo,Cesena,2,1,H,0,0,D,19,9,6,3,16,18,5,2,4,4,0,0
I1,Empoli,Lazio,2,1,H,0,0,D,7,7,2,1,13,24,3,4,1,2,0,0
I1,Fiorentina,Napoli,0,1,A,0,0,D,14,19,2,5,9,13,7,5,3,3,0,0
